"PredicateURI","Context_Subject","Context_Object","NP","labelSimilarity","confidence","sentence","subjectSimilarity","objectSimilarity"
"http://dbpedia.org/ontology/addressInRoad","http://dbpedia.org/ontology/Road","http://dbpedia.org/ontology/AdministrativeRegion","is an urban plaza in",0.7153935673975611,NULL,"the john w. gallivan [o{AdministrativeRegion}] center (commonly known as the [s{Road}]), is an urban plaza in the heart of downtown salt lake city, [o{AdministrativeRegion}], united states.",0.5126815083486607,0.5128961753162233
"http://dbpedia.org/ontology/addressInRoad","http://dbpedia.org/ontology/Road","http://dbpedia.org/ontology/Building","is an architectural landmark in",0.638931190306612,NULL,"the [o{Building}] (ukrainian: дім невтішної вдови, дім вдови, що плаче) is an architectural landmark in the city of kyiv, capital of ukraine, located at 23 [s{Road}].",0.3876324552125697,0.6434228667884008
"http://dbpedia.org/ontology/album","http://dbpedia.org/ontology/Single","http://dbpedia.org/ontology/Album","was a good bridge between",0.24428877687728864,NULL,"""[4] in october they announced [o{Album}] along with single ""[s{Single}]"", which was chosen as the first song to be released from the album because the band felt it was a good bridge between their first album to their second.",0.5100625158450384,0.24428877687728864
"http://dbpedia.org/ontology/alumni","http://dbpedia.org/ontology/School","http://dbpedia.org/ontology/OfficeHolder","is a graduate of",0.3954099840244088,NULL,"[4] [o{Politician}] is a graduate of [s{School}] and of the university of the west indies, where he pursued a bachelor of science in management studies and a master of science in development studies.",0.5825130535826696,0.46735493643048165
"http://dbpedia.org/ontology/anthem","http://dbpedia.org/ontology/Country","http://dbpedia.org/ontology/Language","are the native tongue of",0.19372963510547023,NULL,"[2] [o{Language}] and its dialects are the native tongue of eight western districts of [s{MusicalArtist}] (viz. wangdue phodrang, punakha, thimphu, gasa, paro, ha, dagana and chukha).",0.5335583961466764,0.5247798596821227
"http://dbpedia.org/ontology/anthem","http://dbpedia.org/ontology/Country","http://dbpedia.org/ontology/Song","are the winter that manages to",0.1780732293850956,NULL,"[o{Song}] of men and gods you are the winter that manages to warm up the ancient summer that makes you fall in love you are the comet that i would follow [o{Song}] of men and gods [s{AdministrativeRegion}] my triangular land of light in the middle of the world [s{AdministrativeRegion}] my land an honest sun that has no sunset!",0.5675781823038633,0.3475021123148004
"http://dbpedia.org/ontology/anthem","http://dbpedia.org/ontology/Country","http://dbpedia.org/ontology/Song","is the official anthem of",0.5663610871264488,NULL,"""[o{Song}]"" (sicilian: ""matriterra"") is the official anthem of [s{AdministrativeRegion}] since 2003.",0.588426549951484,0.5281034008387576
"http://dbpedia.org/ontology/arrondissement","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/City","is the largest city of",0.13575550971662712,NULL,"[13] a former major mechanical, food industry and textile manufacturing centre as well as a retail and finance center, [o{City}] is the largest city of a conurbation, built like a network of cities: [o{City}], roubaix, [s{City}] and villeneuve-d''ascq.",0.7481451544603448,0.7481451544603448
"http://dbpedia.org/ontology/award","http://dbpedia.org/ontology/MilitaryPerson","http://dbpedia.org/ontology/Award","is a retired in",0.38695073358147775,NULL,"[o{MilitaryPerson}] lt general [s{MilitaryPerson}], pvsm, avsm, adc (hindi pronunciation: [vi:jeː laːaːl] (listen)) is a retired indian army general officer.",0.6201415194127465,0.38695073358147775
"http://dbpedia.org/ontology/category","http://dbpedia.org/ontology/Sport","http://dbpedia.org/ontology/Sport","are a staple in",0.3434406267326215,NULL,"ski poles are a staple in the all aspects of [o{Sport}], however, [s{Sport}] athletes have more recently opted to ski without them in order to free their hands for grabs and other personal preferences in their riding.",0.39446953971224774,0.39446953971224774
"http://dbpedia.org/ontology/chiefEditor","http://dbpedia.org/ontology/Newspaper","http://dbpedia.org/ontology/Writer","is a founder and president of",0.5782329601381518,NULL,"he is a founder and president of the right-wing [o{Writer}] freedom center (dhfc); editor of the center''s far-right website [s{Newspaper}]; and director of discover the networks, a website that tracks individuals and groups on the political left.",0.3375404825555552,0.4356149163706397
"http://dbpedia.org/ontology/chiefEditor","http://dbpedia.org/ontology/Newspaper","http://dbpedia.org/ontology/Writer","is the author of",0.47041544811853886,NULL,"[7] [o{Writer}] is the author of several hundreds articles in ""moskovskij komsomolets"", ""rossiyskaya gazeta"", ""sovetskaya rossiya"", ""vechernyaya moskva"", ""the moscow news"", ""stupeni"", ""the [s{Newspaper}]"", magazines ""auto m"", ""stolitza"", ""yatt"" etc.[1] within work in ""stupeni"" the first books of the writer were published: a collection ""ticket to america"" (1992) and ""presentation"" (1993).",0.33689672522505676,0.5512960863054106
"http://dbpedia.org/ontology/commander","http://dbpedia.org/ontology/MilitaryConflict","http://dbpedia.org/ontology/MilitaryPerson","was a chinese nationalist military of",0.457265762002836,NULL,"[o{MilitaryPerson}] (hsieh chin-yuan; 26 april 1905 – 24 april 1941) was a chinese nationalist military officer famous for commanding the [s{MilitaryConflict}] during the battle of shanghai in the second sino-japanese war.",0.7243016601439859,0.7671725946748382
"http://dbpedia.org/ontology/commander","http://dbpedia.org/ontology/MilitaryConflict","http://dbpedia.org/ontology/MilitaryPerson","was a king of",0.3448479971221753,NULL,"[o{MilitaryPerson}] was a king of the cimbri tribe during the [s{MilitaryConflict}].",0.4422070654221688,0.5767993907892125
"http://dbpedia.org/ontology/commander","http://dbpedia.org/ontology/MilitaryConflict","http://dbpedia.org/ontology/MilitaryPerson","was a major battle of",0.34028437489319097,NULL,"saddam hussein gen. adnan khairallah gen. al-rashid[1] lt. gen. al-rawi[2] akbar hashemi rafsanjani [o{MilitaryPerson}] iraqi invasion of iran (1980) stalemate (1981) iranian offensives to free iranian territory (1981–82) iranian offensives in iraq (1982–84) iranian offensives in iraq (1985–87) final stages (1988) tanker war international incidents the [s{MilitaryConflict}] (also known as the operation ramadan mubarak (blessed ramadan)), fought on 17 april 1988, was a major battle of the iran–iraq war.",0.5852851874740806,0.6179191892041285
"http://dbpedia.org/ontology/commander","http://dbpedia.org/ontology/MilitaryConflict","http://dbpedia.org/ontology/MilitaryPerson","were a series of",0.19764521557218806,NULL,"gen. mahmoud akbar hashemi rafsanjani [o{MilitaryPerson}] 100,000–135,000 soldiers in action[8] 1,500,000 total soldiers 5,500 tanks 60,000–100,000 soldiers in action[8] 300,000 total soldiers 400 tanks iraqi invasion of iran (1980) stalemate (1981) iranian offensives to free iranian territory (1981–82) iranian offensives in iraq (1982–84) iranian offensives in iraq (1985–87) final stages (1988) tanker war international incidents the [s{MilitaryConflict}] (arabic: توكلنا على الله‎, romanized: tawakkalnā ‘alā llāh ""we have trusted in the god"") were a series of five highly successful iraqi offensives launched in april 1988 and lasting until july 1988, consisting of the second battle of al-faw, the battle of fish lake, the battle of the majnoon islands, the battle of dehloran, and the battle of qasre shirin.",0.46019021410711974,0.5248058850162326
"http://dbpedia.org/ontology/computingPlatform","http://dbpedia.org/ontology/VideoGame","http://dbpedia.org/ontology/InformationAppliance","is a force to",0.3922934122750945,NULL,"[36] dakota grabowski of gamezone said of the ps3 and [o{InformationAppliance}] versions, ""all in all, [s{VideoGame}] is a force to be reckoned with.",0.4620492691360962,0.43094664726218485
"http://dbpedia.org/ontology/computingPlatform","http://dbpedia.org/ontology/VideoGame","http://dbpedia.org/ontology/InformationAppliance","is a video game for",0.38951589232538897,NULL,"[o{InformationAppliance}] [s{VideoGame}] is a video game for the game boy color which was released in 2000.",0.8486272304735225,0.39270090385200423
"http://dbpedia.org/ontology/dean","http://dbpedia.org/ontology/School","http://dbpedia.org/ontology/Scientist","is a professor of",0.4584092075690323,NULL,"[o{Agent}] is a professor of biological chemistry, psychiatry and biobehavioral sciences and the current dean of [s{School}].",0.48447023065662176,0.49133383552420923
"http://dbpedia.org/ontology/dean","http://dbpedia.org/ontology/School","http://dbpedia.org/ontology/Scientist","is the 12th dean of",0.5545840177268068,NULL,"[o{Agent}] (born july 18, 1973) is the 12th dean of the [s{School}], and the saris professor of education and economics.",0.5065277473743598,0.32975642871409155
"http://dbpedia.org/ontology/director","http://dbpedia.org/ontology/University","http://dbpedia.org/ontology/Scientist","is a professor of",0.49066306354843375,NULL,"[o{Agent}] is a professor of ecology and the director of the [s{University}] at the university of minnesota.",0.5533638644179453,0.49133383552420923
"http://dbpedia.org/ontology/director","http://dbpedia.org/ontology/University","http://dbpedia.org/ontology/Scientist","is a professor of",0.49066306354843375,NULL,"[o{Agent}] is a professor of mechanical and aerospace engineering at the ucla henry samueli school of engineering and applied science[1] and the founding director of the ucla [s{University}] (smerc),[2] the ucla wireless internet for mobile enterprise consortium (winmec), and the connected and autonomous electric vehicles consortium (caev).",0.5533638644179453,0.49133383552420923
"http://dbpedia.org/ontology/director","http://dbpedia.org/ontology/University","http://dbpedia.org/ontology/Scientist","is the incumbent director of",0.6241154560493284,NULL,"prof. [o{Agent}], a molecular biologist, academician and recipient of coveted shanti swarup bhatnagar prize for science and technology award, is the incumbent director of the [s{University}].",0.40515905539533736,0.3584902208840047
"http://dbpedia.org/ontology/division","http://dbpedia.org/ontology/Band","http://dbpedia.org/ontology/Company","is a member of",0.3573154343995666,NULL,"[o{Company}] is a member of the keiretsu [s{Company}] of publishing companies.",0.39077264797695643,0.4598227210847851
"http://dbpedia.org/ontology/division","http://dbpedia.org/ontology/Band","http://dbpedia.org/ontology/Company","is a part of",0.3797459180098224,NULL,"[2] [o{Company}] is a part of [s{Company}], which is led by jonas janukenas, ceo,[3] and gediminas ziemelis, chairman of the board.",0.3553075702641979,0.479244227108145
"http://dbpedia.org/ontology/division","http://dbpedia.org/ontology/Company","http://dbpedia.org/ontology/BroadcastNetwork","is the online programming division of",0.5958603127089712,NULL,"[o{Company}] is the online programming division of [s{Company}] inc. and currently headed by chot reyes, who also served as the chief of sports5.",0.5680668391658981,0.5530110908301815
"http://dbpedia.org/ontology/division","http://dbpedia.org/ontology/Company","http://dbpedia.org/ontology/RadioStation","is a music radio station in",0.3123415201380182,NULL,"[o{RadioStation}] is a music radio station in malta[1] operated by [s{Company}], the maltese government''s public broadcaster.",0.4470487226968091,0.8034739928715473
"http://dbpedia.org/ontology/division","http://dbpedia.org/ontology/Company","http://dbpedia.org/ontology/RadioStation","is the main radio service of",0.38631001943638804,NULL,"[o{RadioStation}] (maltese: radju malta) is the main radio service of [s{Company}], the public broadcaster of malta.",0.5434869305657359,0.6394355138707084
"http://dbpedia.org/ontology/drainsFrom","http://dbpedia.org/ontology/Vein","http://dbpedia.org/ontology/Vein","is the upper part of",0.46389729621438436,NULL,"the [o{Vein}] is the upper part of the [s{Vein}], above its junction with the superior labial vein.",0.29721117331985025,0.29721117331985025
"http://dbpedia.org/ontology/editor","http://dbpedia.org/ontology/Magazine","http://dbpedia.org/ontology/MusicalArtist","was the first rock magazine in",0.39930347390016324,NULL,"[1][4] [o{Person}]''s [s{Magazine}] (rsj) was the first rock magazine in india.",0.6005561322660381,0.5051234253872965
"http://dbpedia.org/ontology/equipment","http://dbpedia.org/ontology/Sport","http://dbpedia.org/ontology/PersonFunction","is the foundation for success in",0.3416315244941445,NULL,"good [o{PersonFunction}]manship is the foundation for success in [s{SportsEvent}] and barrel racing.",0.3846675103811711,0.5588356792596401
"http://dbpedia.org/ontology/equipment","http://dbpedia.org/ontology/Sport","http://dbpedia.org/ontology/Sport","is the dominant league in",0.2632463599994836,NULL,"the women''s philippine [o{Sport}] league was a [s{Broadcaster}] league in the philippines[26] the women''s korean [o{Sport}] league (wkbl) is the premier [s{Broadcaster}] league in south korea[27] the women''s super [o{Sport}] league is the highest women''s professional club [o{Sport}] competition in republic of china[28] the russian [s{Broadcaster}] premier league is the dominant league in europe (largely because it is the main attraction of the wnba players during the off-season).",0.4748059487865088,0.4748059487865088
"http://dbpedia.org/ontology/firstAscentPerson","http://dbpedia.org/ontology/Mountain","http://dbpedia.org/ontology/MilitaryPerson","were the first known hikers to",0.8133625003477482,NULL,"during the american occupation of mexico in 1848, two american soldiers, f. maynard and [o{MilitaryPerson}], were the first known hikers to reach the summit of [s{Volcano}].",0.4638216776159927,0.5751164132080612
"http://dbpedia.org/ontology/foundedBy","http://dbpedia.org/ontology/Band","http://dbpedia.org/ontology/Politician","is the president of",0.48501158201654654,NULL,"[o{Politician}] (born 1962[1]) is the president of [s{Band}], a liberal advocacy organization in the united states dedicated to promoting american leadership to end the arab-israeli and israel-palestinian conflicts peacefully and diplomatically.",0.31680137436412475,0.39239086164323517
"http://dbpedia.org/ontology/foundedBy","http://dbpedia.org/ontology/Band","http://dbpedia.org/ontology/Politician","was the president of ukraine between",0.464323578556477,NULL,"the name of the company was derived from the last name of its owner [o{Politician}] - po[s{Company}]ko, who also was the president of ukraine between 2014-2019.",0.3144192415912719,0.38022542251648495
"http://dbpedia.org/ontology/foundedBy","http://dbpedia.org/ontology/Bank","http://dbpedia.org/ontology/Company","is a retail bank operating in",0.4019447777875194,NULL,"[o{Company}] financial services plc, trading as [s{Bank}], is a retail bank operating in the united kingdom.",0.6742785613126941,0.6301017068421889
"http://dbpedia.org/ontology/foundedBy","http://dbpedia.org/ontology/Bank","http://dbpedia.org/ontology/Company","was the promoter and founder of",0.5613047464070808,NULL,"[o{Company}] was the promoter and founder of india''s very first bank, the [s{Bank}].",0.35377550303833716,0.5483365788490557
"http://dbpedia.org/ontology/foundedBy","http://dbpedia.org/ontology/Company","http://dbpedia.org/ontology/Airline","was a wholly owned subsidiary of",0.5894836950466211,NULL,"delta global staffing was a wholly owned subsidiary of [o{Airline}], inc. and a division of the internal company [s{Company}].",0.7202847970344521,0.3079011464433099
"http://dbpedia.org/ontology/foundedBy","http://dbpedia.org/ontology/Company","http://dbpedia.org/ontology/Criminal","was a hole of",0.37696006383527236,NULL,"[5] [o{Criminal}] was detained hours after the firm was declared officially insolvent in late december and admitted that there was a hole of €8 billion in [s{Company}]''s accounts, but denied any cover-up.",0.4087573938407615,0.3327191545478617
"http://dbpedia.org/ontology/foundedBy","http://dbpedia.org/ontology/Company","http://dbpedia.org/ontology/RacingDriver","was a watchmaker and in",0.4776402632194892,NULL,"[157] the watch brand pays tribute to [o{RacingDriver}], co-founder of the [s{Company}] automobile company, whose father was a watchmaker and in his childhood helped his father at the workbench.",0.4998591743068786,0.3561370699345869
"http://dbpedia.org/ontology/founder","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/Noble","was the founder of",0.6499403523737625,NULL,"[o{Agent}] (15 november 1661 – 1743), from a swiss patrician family, was the founder of [s{City}], land speculator, and leader in the early swiss and german colonization of america.",0.44753770974610385,0.3140527680226429
"http://dbpedia.org/ontology/founder","http://dbpedia.org/ontology/Publisher","http://dbpedia.org/ontology/OfficeHolder","was the founder of",0.6499403523737625,NULL,"[o{OfficeHolder}] (1843-1908) was the founder of [s{Publisher}], part of houghton mifflin.",0.3733878600941645,0.3806467436373359
"http://dbpedia.org/ontology/founder","http://dbpedia.org/ontology/Town","http://dbpedia.org/ontology/OfficeHolder","is the namesake of",0.3887779035312765,NULL,"[o{Politician}] is the namesake of [s{Town}].",0.5111773594884247,0.39999544679547566
"http://dbpedia.org/ontology/founder","http://dbpedia.org/ontology/Town","http://dbpedia.org/ontology/Politician","is the namesake of",0.3887779035312765,NULL,"[o{Politician}] is the namesake of [s{Town}].",0.5111773594884247,0.31103866763688615
"http://dbpedia.org/ontology/frazioni","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/Village","is a frazione of",0.1383204115146194,NULL,"[o{Village}] (4,500 inhabitants) is a frazione of [s{City}] located to the west of the city, around 4 kilometres (2 miles) from the historic city centre, on the shores of the river adige.",0.37909227961047354,0.34393067957863627
"http://dbpedia.org/ontology/frazioni","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/Village","is a frazione of",0.1383204115146194,NULL,"[o{Village}] (marsicano: le cese) is a frazione of the [s{City}] comune, in the marsica subregion (province of l''aquila, abruzzo, italy).",0.37909227961047354,0.34393067957863627
"http://dbpedia.org/ontology/frazioni","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/Village","is a neighborhood of",-0.1438532698880488,NULL,"coordinates: 45°48′52.0″n 8°48′29.6″e﻿ / ﻿45.814444°n 8.808222°e﻿ / 45.814444; 8.808222 [o{CityDistrict}] (lombard: casben) is a neighborhood of the city of [s{City}].",0.6037782090126538,0.4544413563012392
"http://dbpedia.org/ontology/frazioni","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/Village","is a ward of",-0.1500639239302468,NULL,"[o{Village}] (in lecchese dialect quàa) is a ward of [s{City}], italy, located north-east of the city centre.",0.5275249835384919,0.4242659969333844
"http://dbpedia.org/ontology/frazioni","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/Village","is an hamlet located on",-0.13973658472317235,NULL,"[o{Village}] is an hamlet located on the hills of the bolognese apennines in the comune of [s{City}] in the metropolitan city of bologna.",0.5431125055382274,0.5773637074618493
